g1,g2,g3,g4,g5,g6,r1,r2,r3,r4,r5,r6
soare,betel,eking,ennui,,,nnnny,nynnn,gnyyn,ggggg,,
soare,later,layer,,,,nnyyy,ggngg,ggggg,,,
soare,lunch,bluff,fluid,,,nnnnn,yynnn,nggyn,ggggg,,
soare,natal,patch,batty,tatty,,nnynn,nggnn,nggnn,ngggg,ggggg,
soare,store,swore,score,,,gyngg,gnggg,gnggg,ggggg,,
soare,guile,cutie,,,,nnnng,ngyng,ggggg,,,
soare,avert,zebra,,,,nnygy,ynygn,ggggg,,,
soare,barge,,,,,nnyyg,ggggg,,,,
soare,pleat,eaten,matey,,,nnyny,nnyyy,ngggn,ggggg,,
soare,deter,filer,ulcer,bluer,,nnnyy,nnngg,nnygg,ygngg,ggggg,
soare,later,aider,,,,nnyyy,nyngg,ggggg,,,
soare,stoop,shook,,,,gynnn,gnggn,ggggg,,,
soare,deter,filer,river,,,nnnyy,nnngg,ngngg,ggggg,,
soare,trick,grind,privy,,,nnnyn,nggnn,nggnn,ggggg,,
soare,betel,,,,,nnnny,ggggg,,,,
soare,crust,brisk,frisk,,,ynnyn,ngngn,ngggg,ggggg,,
soare,donut,conic,bongo,,,ngnnn,nggnn,nggnn,ggggg,,
soare,betel,being,begun,,,nnnny,ggnnn,ggnyy,ggggg,,
soare,azure,,,,,nnygg,ggggg,,,,
soare,plate,knave,weave,,,nngng,nngng,nnggg,ggggg,,
soare,guile,genie,,,,nnnng,gnyng,ggggg,,,
soare,sound,,,,,ggnnn,ggggg,,,,
soare,clone,globe,glove,,,nynng,nggng,gggng,ggggg,,
soare,drawn,braid,,,,nngyn,yggnn,ggggg,,,
soare,stoke,scope,,,,gynng,gngng,ggggg,,,
soare,trick,wrung,wryly,,,nnnyn,ngnnn,ggnnn,ggggg,,
soare,rower,rover,,,,ngnyy,ggngg,ggggg,,,
soare,nasty,assay,,,,ynynn,nygng,ggggg,,,
soare,ocean,,,,,nyyny,ggggg,,,,
soare,blood,bloom,,,,nynnn,ggggn,ggggg,,,
soare,crate,grate,irate,,,nngyg,ngggg,ngggg,ggggg,,
soare,later,,,,,nnyyy,ggggg,,,,
soare,motel,woven,woken,,,ngnny,ngngn,ggngg,ggggg,,
soare,stink,silky,,,,gnnnn,gnyny,ggggg,,,
soare,deter,wreck,,,,nnnyy,nynny,ggggg,,,
soare,betel,dwelt,,,,nnnny,nyyny,ggggg,,,
soare,slate,,,,,gngng,ggggg,,,,
soare,slant,scamp,smack,,,gngnn,gngnn,gygyn,ggggg,,
soare,sound,solid,,,,ggnnn,ggnng,ggggg,,,
soare,plate,knave,amaze,,,nngng,nngng,nngng,ggggg,,
soare,pleat,bagel,hazel,,,nnyny,nyyyn,ngngg,ggggg,,
soare,crust,tryst,wrist,,,ynnyn,ngngg,ngngg,ggggg,,
soare,donut,folio,jolly,,,ngnnn,ngnnn,nggnn,ggggg,,
soare,clone,globe,,,,nynng,nggng,ggggg,,,
soare,lunch,fling,flint,,,nnnnn,ynynn,ggggn,ggggg,,
soare,worse,rouse,,,,ygnyg,ngygg,ggggg,,,
soare,lunch,cliff,civil,,,nnnnn,ynnyn,gyynn,ggggg,,
soare,nasty,vista,,,,ynynn,nyggn,ggggg,,,
soare,later,relax,,,,nnyyy,yynyy,ggggg,,,
soare,rower,hover,lover,cover,,ngnyy,ngngg,ngggg,ngggg,ggggg,
soare,angle,alike,alive,,,nnyng,gnnyg,gggng,ggggg,,
soare,betel,beech,,,,nnnny,ggnyn,ggggg,,,
soare,betel,fetid,jetty,,,nnnny,nggnn,nggnn,ggggg,,
soare,mushy,bliss,,,,ynnnn,nnynn,ggggg,,,
soare,nomad,local,focal,vocal,,ngynn,ngngn,ngggg,ngggg,ggggg,
soare,demon,often,,,,nynny,nynyg,ggggg,,,
soare,donut,dowdy,dolly,,,ngnnn,ggnnn,ggnng,ggggg,,
soare,betel,edict,eight,,,nnnny,nyynn,gnyng,ggggg,,
soare,rower,hover,poker,joker,,ngnyy,ngngg,ngngg,ngggg,ggggg,
soare,spine,singe,since,,,gnnng,gnyyg,gggng,ggggg,,
soare,betel,event,,,,nnnny,nyyyn,ggggg,,,
soare,dense,ensue,,,,ynnng,nyyyg,ggggg,,,
soare,stink,shunt,,,,gnnnn,gyngn,ggggg,,,
soare,deter,diner,diver,,,nnnyy,gnngg,ggngg,ggggg,,
soare,loser,poser,,,,ygnyy,ngggg,ggggg,,,
soare,worst,,,,,ygnyn,ggggg,,,,
soare,spelt,sweep,,,,gnnny,gygnn,ggggg,,,
soare,pleat,alien,alley,,,nnyny,ngyyn,ggngn,ggggg,,
soare,deter,creed,,,,nnnyy,yyngy,ggggg,,,
soare,angle,anime,,,,nnyng,ggnng,ggggg,,,
soare,death,leaky,leafy,,,nngny,nggnn,gggng,ggggg,,
soare,moist,bosom,,,,ygnnn,ygnyn,ggggg,,,
soare,guile,queue,dunce,,,nnnng,ngnng,ngnng,ggggg,,
soare,scare,snare,stare,,,gnggg,gnggg,gnggg,ggggg,,
soare,lunch,dumpy,pudgy,,,nnnnn,ngnnn,ygnyg,ggggg,,
soare,angle,maybe,cache,waive,,nnyng,ynnng,ngnng,ngnng,ggggg,
soare,front,choir,,,,nynyn,nygnn,ggggg,,,
soare,stoop,stool,stood,,,gynnn,ggggn,ggggn,ggggg,,
soare,stoke,smoke,spoke,,,gynng,gnggg,gnggg,ggggg,,
soare,blood,outgo,,,,nynnn,nnyyn,ggggg,,,
soare,pleat,decal,delay,,,nnyny,nyygn,ggngy,ggggg,,
soare,guile,liege,bilge,,,nnnng,ynyyg,ygngg,ggggg,,
soare,pleat,ideal,,,,nnyny,nyggn,ggggg,,,
soare,clash,class,clasp,,,yngnn,ggggn,ggggn,ggggg,,
soare,spine,smile,seize,,,gnnng,gngng,gngng,ggggg,,
soare,donut,tooth,hotly,,,ngnnn,ngnny,ygnny,ggggg,,
soare,natal,daily,laugh,,,nnynn,ngnny,ngnyn,ggggg,,
soare,spine,siege,sieve,,,gnnng,gnyng,gggng,ggggg,,
soare,blood,blown,block,,,nynnn,gggnn,gggnn,ggggg,,
soare,death,meant,,,,nngny,nggyn,ggggg,,,
soare,crate,grade,grave,grape,,nngyg,nggng,gggng,gggng,ggggg,
soare,poise,louse,goose,noose,,ygnng,ngngg,ngngg,ngggg,ggggg,
soare,radar,hardy,,,,nnyyn,ygynn,ggggg,,,
soare,spelt,seven,shied,,,gnnny,gnynn,gnngn,ggggg,,
soare,drawn,drawl,,,,nngyn,ggggn,ggggg,,,
soare,nasty,palsy,daisy,,,ynynn,ngyng,ngngg,ggggg,,
soare,lunch,dumpy,putty,,,nnnnn,ngnnn,ngnyg,ggggg,,
soare,shrub,strut,,,,gnnyn,gnggn,ggggg,,,
soare,trick,burnt,,,,nnnyn,yynnn,ggggg,,,
soare,lunch,built,tulip,,,nnnnn,ygnnn,ngyyy,ggggg,,
soare,trick,prick,crick,,,nnnyn,ngggg,ngggg,ggggg,,
soare,lunch,filmy,idyll,,,nnnnn,ynnnn,nyyny,ggggg,,
soare,betel,widen,given,vixen,,nnnny,nnngn,ngngg,ngygg,ggggg,
soare,front,furor,,,,nynyn,gyynn,ggggg,,,
soare,betel,needy,geeky,,,nnnny,ngnyn,nggng,ggggg,,
soare,donut,vouch,cough,,,ngnnn,ngnyn,nggyg,ggggg,,
soare,angle,naive,,,,nnyng,yynng,ggggg,,,
soare,salon,shoal,,,,gyynn,gyyyn,ggggg,,,
soare,short,story,stork,,,gyngn,gnggy,ggggn,ggggg,,
soare,angle,maybe,bathe,,,nnyng,ynnng,ngnyg,ggggg,,
soare,natal,aunty,,,,nnynn,yyynn,ggggg,,,
soare,betel,eking,check,,,nnnny,nynnn,yynnn,ggggg,,
soare,tripe,pride,prize,price,prime,nnnyg,nggyg,gggng,gggng,gggng,ggggg
soare,crass,brass,,,,yngyn,ngggg,ggggg,,,
soare,tenor,other,outer,,,nynyy,yynyg,gyngg,ggggg,,
soare,churn,quirk,furry,,,nnngn,nnygn,ngngn,ggggg,,
soare,baron,valor,major,razor,,nyyyn,ngygn,ngngg,ngngg,ggggg,
soare,betel,elect,,,,nnnny,nyyyy,ggggg,,,
soare,betel,edict,evict,,,nnnny,nyynn,gnggg,ggggg,,
soare,lunch,filmy,imply,,,nnnnn,ynnnn,nyyyg,ggggg,,
soare,deter,demur,,,,nnnyy,ggnng,ggggg,,,
soare,bloat,quota,,,,nyynn,nngyy,ggggg,,,
soare,pleat,haven,,,,nnyny,nnyyn,ggggg,,,
soare,natal,cavil,,,,nnynn,ngnng,ggggg,,,
soare,smear,swear,,,,gnyyy,gnggg,ggggg,,,
soare,trick,crump,,,,nnnyn,ngnyn,ggggg,,,
soare,donut,dough,,,,ngnnn,ggnyn,ggggg,,,
soare,pleat,bagel,gavel,,,nnyny,nyyyn,ngygg,ggggg,,
soare,bloat,wagon,,,,nyynn,nnyyn,ggggg,,,
soare,salon,,,,,gyynn,ggggg,,,,
soare,guile,budge,nudge,,,nnnng,ygnng,ngggg,ggggg,,
soare,later,harem,,,,nnyyy,ngngy,ggggg,,,
soare,lunch,which,pitch,,,nnnnn,nnngg,nnygg,ggggg,,
soare,short,scorn,sworn,,,gyngn,gnggn,gnggg,ggggg,,
soare,lunch,built,pupil,,,nnnnn,ygnnn,ngyyn,ggggg,,
soare,betel,kneel,excel,,,nnnny,nyngg,nnygg,ggggg,,
soare,stoop,stock,stout,stony,,gynnn,gggnn,gggnn,gggnn,ggggg,
soare,natal,candy,cabin,,,nnynn,ygnnn,ggynn,ggggg,,
soare,lunch,unify,unzip,,,nnnnn,nyynn,ggynn,ggggg,,
soare,betel,cheek,queen,,,nnnny,nyngn,nnggn,ggggg,,
soare,front,trout,,,,nynyn,nggng,ggggg,,,
soare,donut,folio,jolly,polyp,,ngnnn,ngnnn,nggnn,nggny,ggggg,
soare,later,earth,,,,nnyyy,ngyyy,ggggg,,,
soare,short,story,stork,storm,,gyngn,gnggy,ggggn,ggggn,ggggg,
soare,lunch,flunk,unlit,until,,nnnnn,yyynn,nyyyn,ggygy,ggggg,
soare,later,tamer,taper,,,nnyyy,ngygg,ggngg,ggggg,,
soare,deter,enter,,,,nnnyy,nyggg,ggggg,,,
soare,lunch,chill,child,,,nnnnn,ynnyy,ggggn,ggggg,,
soare,bloat,adopt,,,,nyynn,nngyg,ggggg,,,
soare,front,minor,,,,nynyn,nyyyn,ggggg,,,
soare,natal,patch,batty,tatty,fatty,nnynn,nggnn,nggnn,ngggg,ngggg,ggggg
soare,mushy,husky,,,,ynnnn,nggyg,ggggg,,,
soare,crate,grade,brake,brave,,nngyg,nggng,nggng,gggng,ggggg,
soare,betel,filet,,,,nnnny,nnygy,ggggg,,,
soare,spine,smile,slime,,,gnnng,gngng,gygyg,ggggg,,
soare,lunch,fling,glint,,,nnnnn,ynynn,ngggy,ggggg,,
soare,later,great,tread,,,nnyyy,nyyyy,ngggy,ggggg,,
soare,stead,steal,,,,gnyny,ggggn,ggggg,,,
soare,later,relax,regal,,,nnyyy,yynyy,ggygn,ggggg,,
soare,guest,,,,,ynnny,ggggg,,,,
soare,ferry,query,every,,,nnngy,nyngg,nnggg,ggggg,,
soare,trick,murky,,,,nnnyn,nynny,ggggg,,,
soare,scare,snare,stare,share,,gnggg,gnggg,gnggg,gnggg,ggggg,
soare,store,swore,score,spore,,gyngg,gnggg,gnggg,gnggg,ggggg,
soare,moist,hoist,,,,ygnnn,ngggg,ggggg,,,
soare,blood,buxom,,,,nynnn,gnngn,ggggg,,,
soare,deter,filer,inner,,,nnnyy,nnngg,nyngg,ggggg,,
soare,tenor,other,otter,,,nynyy,yynyg,ggngg,ggggg,,
soare,lunch,filmy,dimly,,,nnnnn,ynnnn,ngyyg,ggggg,,
soare,betel,level,,,,nnnny,ngngg,ggggg,,,
soare,sauna,sumac,,,,gnynn,gyynn,ggggg,,,
soare,donut,,,,,ngnnn,ggggg,,,,
soare,stink,still,stilt,,,gnnnn,gggnn,ggggn,ggggg,,
soare,later,bread,arena,,,nnyyy,nynyy,nggyn,ggggg,,
soare,spelt,sweet,sheet,,,gnnny,gngng,gnggg,ggggg,,
soare,shrub,scrub,,,,gnnyn,gnggg,ggggg,,,
soare,natal,candy,fancy,,,nnynn,ygnnn,yggng,ggggg,,
soare,stink,swill,slimy,,,gnnnn,gngnn,gngyn,ggggg,,
soare,teary,pearl,,,,nnggy,ngggn,ggggg,,,
soare,stink,sissy,silly,,,gnnnn,gnynn,ggnng,ggggg,,
soare,north,porch,,,,ngnyn,nggng,ggggg,,,
soare,blood,ditto,dingo,,,nynnn,nnyny,ggnng,ggggg,,
soare,stead,sepia,,,,gnyny,gnyyn,ggggg,,,
soare,angle,ample,amble,,,nnyng,gnngg,ggngg,ggggg,,
soare,slant,scamp,shady,,,gngnn,gngnn,gngnn,ggggg,,
soare,later,bread,,,,nnyyy,nynyy,ggggg,,,
soare,radar,briar,friar,,,nnyyn,ynngg,ngggg,ggggg,,
soare,deter,perch,reign,,,nnnyy,ngnny,ngynn,ggggg,,
soare,harry,fairy,dairy,,,nnygn,ngngg,ngggg,ggggg,,
soare,lunch,built,guild,quill,,nnnnn,ygnnn,ngggn,ngggn,ggggg,
soare,dross,cross,,,,yynyn,ngggg,ggggg,,,
soare,front,droop,brood,,,nynyn,nggnn,ygggn,ggggg,,
soare,deter,tiger,tuber,,,nnnyy,nnygg,gnngg,ggggg,,
soare,smear,swear,shear,,,gnyyy,gnggg,gnggg,ggggg,,
soare,moist,posit,,,,ygnnn,ngyyg,ggggg,,,
soare,clank,blank,,,,nngnn,ngggg,ggggg,,,
soare,natal,album,villa,,,nnynn,nynny,yynnn,ggggg,,
soare,slant,shank,,,,gngnn,gnggn,ggggg,,,
soare,lunch,digit,piggy,,,nnnnn,nnnnn,nggnn,ggggg,,
soare,later,bread,creak,freak,,nnyyy,nynyy,ngggn,ngggg,ggggg,
soare,lunch,which,,,,nnnnn,nnngg,ggggg,,,
soare,bloat,among,,,,nyynn,nngyn,ggggg,,,
soare,pleat,decal,fecal,,,nnyny,nyygn,ngggg,ggggg,,
soare,spelt,shell,,,,gnnny,gnggn,ggggg,,,
soare,donut,could,would,,,ngnnn,ygnyn,ngggg,ggggg,,
soare,angle,algae,,,,nnyng,gngyg,ggggg,,,
soare,barge,large,,,,nnyyg,ngggg,ggggg,,,
soare,radar,rainy,rabbi,,,nnyyn,ggnnn,ggynn,ggggg,,
soare,bloat,among,agony,,,nyynn,nngyn,gnggy,ggggg,,
soare,lapse,amuse,,,,ynyng,nyngg,ggggg,,,
soare,mushy,pushy,bushy,,,ynnnn,ngggg,ngggg,ggggg,,
soare,poise,copse,,,,ygnng,ygngg,ggggg,,,
soare,stoop,shook,swoon,,,gynnn,gnggn,gnggn,ggggg,,
soare,guile,twine,knife,,,nnnng,nngng,nngyg,ggggg,,
soare,donut,vouch,couch,pouch,,ngnnn,ngnyn,ngggg,ngggg,ggggg,
soare,mason,ascot,,,,yyynn,nyygn,ggggg,,,
soare,plate,place,plane,,,nngng,gggng,gggng,ggggg,,
soare,front,groin,crown,,,nynyn,nggyn,nggng,ggggg,,
soare,radar,viral,urban,,,nnyyn,ynngn,nnygn,ggggg,,
soare,spine,snide,,,,gnnng,gngyg,ggggg,,,
soare,later,relax,relay,,,nnyyy,yynyy,ggggn,ggggg,,
soare,angle,acute,abide,,,nnyng,gnnng,gnnng,ggggg,,
soare,bloat,viola,,,,nyynn,nygyn,ggggg,,,
soare,radar,rajah,,,,nnyyn,ggngn,ggggg,,,
soare,scrap,stray,straw,,,gnyyn,gnggn,ggggn,ggggg,,
soare,lunch,filmy,dilly,,,nnnnn,ynnnn,nggng,ggggg,,
soare,crass,crash,,,,yngyn,ggggn,ggggg,,,
soare,clash,quasi,amass,,,yngnn,nnggn,nnggn,ggggg,,
soare,churn,third,,,,nnngn,ngngn,ggggg,,,
soare,trick,,,,,nnnyn,ggggg,,,,
soare,front,tutor,,,,nynyn,nyyny,ggggg,,,
soare,donut,woody,,,,ngnnn,ygnnn,ggggg,,,
soare,churn,blurt,blurb,,,nnngn,nnggn,ggggn,ggggg,,
soare,deter,gruel,grief,,,nnnyy,nnngy,ggngn,ggggg,,
soare,gusto,disco,,,,yynnn,nngng,ggggg,,,
soare,there,where,,,,nnngg,ngggg,ggggg,,,
soare,sauna,sadly,savvy,sassy,,gnynn,ggnnn,ggnng,ggnng,ggggg,
soare,death,peach,beach,,,nngny,nggng,ngggg,ggggg,,
soare,sauna,,,,,gnynn,ggggg,,,,
soare,donut,folio,comic,,,ngnnn,ngnnn,ngngn,ggggg,,
soare,betel,linen,clued,,,nnnny,nnngy,ynngn,ggggg,,
soare,deter,creep,,,,nnnyy,nyngy,ggggg,,,
soare,lapse,waste,caste,,,ynyng,ngnyg,ngggg,ggggg,,
soare,crate,grade,grave,grape,graze,nngyg,nggng,gggng,gggng,gggng,ggggg
soare,stink,snuff,,,,gnnnn,gnnyn,ggggg,,,
soare,front,frock,,,,nynyn,gggnn,ggggg,,,
soare,nomad,gonad,,,,ngynn,ygngg,ggggg,,,
soare,trick,drunk,,,,nnnyn,ngnng,ggggg,,,
soare,front,irony,prong,,,nynyn,ngggn,ngggn,ggggg,,
soare,trick,lurid,,,,nnnyn,nyynn,ggggg,,,
soare,spelt,steel,,,,gnnny,gngyy,ggggg,,,
soare,angle,halve,,,,nnyng,ynnyg,ggggg,,,
soare,deter,filer,hyper,buyer,,nnnyy,nnngg,nnngg,nyngg,ggggg,
soare,lunch,vinyl,,,,nnnnn,yngnn,ggggg,,,
soare,guile,utile,,,,nnnng,nyggg,ggggg,,,
soare,spelt,shell,smell,,,gnnny,gnggn,gnggg,ggggg,,
soare,plate,knave,amaze,adage,,nngng,nngng,nngng,gngng,ggggg,
soare,dowry,worry,,,,ngngn,ngygg,ggggg,,,
soare,nasty,hasty,tasty,,,ynynn,ngggg,ngggg,ggggg,,
soare,nomad,local,,,,ngynn,ngngn,ggggg,,,
soare,crate,trade,,,,nngyg,nggyg,ggggg,,,
soare,lunch,cinch,winch,finch,,nnnnn,nnggg,ngggg,ngggg,ggggg,
soare,essay,askew,ashen,,,ynyny,ygnyn,ggngn,ggggg,,
soare,nomad,modal,,,,ngynn,ngygy,ggggg,,,
soare,natal,taint,jaunt,gaunt,,nnynn,ygynn,ngngg,ngggg,ggggg,
soare,clone,clove,,,,nynng,gggng,ggggg,,,
soare,death,exalt,enact,,,nngny,nygyn,gngng,ggggg,,
soare,acorn,adorn,,,,nyygn,gnggg,ggggg,,,
soare,roast,,,,,yggyn,ggggg,,,,
soare,spelt,spend,speck,,,gnnny,gggnn,gggnn,ggggg,,
soare,spelt,seedy,sheik,,,gnnny,gngnn,gngnn,ggggg,,
soare,mushy,missy,,,,ynnnn,gngng,ggggg,,,
soare,trick,grunt,,,,nnnyn,ygnnn,ggggg,,,
soare,stoop,snoop,,,,gynnn,gnggg,ggggg,,,
soare,radar,party,,,,nnyyn,ygnnn,ggggg,,,
soare,donut,youth,tough,touch,,ngnnn,ngnyy,nggyg,gggng,ggggg,
soare,natal,gamma,mafia,,,nnynn,ngnyn,ngyng,ggggg,,
soare,guile,pence,emcee,,,nnnng,nnnng,nynyg,ggggg,,
soare,radar,array,,,,nnyyn,yyngy,ggggg,,,
soare,sound,south,,,,ggnnn,gggnn,ggggg,,,
soare,natal,bawdy,vapid,,,nnynn,ngnnn,ngnyn,ggggg,,
soare,betel,welch,jelly,,,nnnny,ngnny,nggnn,ggggg,,
soare,stink,skulk,,,,gnnnn,gnnng,ggggg,,,
soare,nasty,angst,,,,ynynn,yyyyn,ggggg,,,
soare,natal,tubal,,,,nnynn,nnygg,ggggg,,,
soare,rower,power,lower,,,ngnyy,ngggg,ngggg,ggggg,,
soare,reset,wrest,crest,,,ynnyy,yyyng,ngggg,ggggg,,
soare,stead,sweat,,,,gnyny,gyggn,ggggg,,,
soare,deter,filer,hyper,cyber,,nnnyy,nnngg,nnngg,ngngg,ggggg,
soare,adore,,,,,nyygg,ggggg,,,,
soare,radar,hardy,tardy,,,nnyyn,ygynn,ngggg,ggggg,,
soare,slant,scamp,swami,,,gngnn,gngnn,gnggn,ggggg,,
soare,donut,toxin,notch,,,ngnnn,ngyny,ygnny,ggggg,,
soare,front,droop,broom,groom,,nynyn,nggnn,ngggn,ngggg,ggggg,
soare,roach,,,,,nggyn,ggggg,,,,
soare,lunch,which,hitch,,,nnnnn,nnngg,nyygg,ggggg,,
soare,donut,young,,,,ngnnn,ngyyn,ggggg,,,
soare,natal,align,,,,nnynn,yynny,ggggg,,,
soare,react,ready,,,,nngyy,gggnn,ggggg,,,
soare,front,frond,,,,nynyn,ggggn,ggggg,,,
soare,scrap,strap,,,,gnyyn,gnggg,ggggg,,,
soare,tripe,rupee,puree,,,nnnyg,nynyg,ygygg,ggggg,,
soare,react,ready,realm,,,nngyy,gggnn,gggnn,ggggg,,
soare,guile,venue,,,,nnnng,nynng,ggggg,,,
soare,stark,shard,scarf,snarl,swarm,gnggn,gnggn,gnggn,gnggn,gnggn,ggggg
soare,tenor,order,offer,,,nynyy,nynyg,gnngg,ggggg,,
soare,spelt,seven,,,,gnnny,gnynn,ggggg,,,
soare,deter,diner,dryer,,,nnnyy,gnngg,gnngg,ggggg,,
soare,award,diary,,,,nnggn,nnggy,ggggg,,,
soare,trick,wrung,dryly,,,nnnyn,ngnnn,ngnnn,ggggg,,
soare,drawn,drank,,,,nngyn,gggny,ggggg,,,
soare,radar,acrid,,,,nnyyn,yyynn,ggggg,,,
soare,death,heady,,,,nngny,yggny,ggggg,,,
soare,pleat,theta,,,,nnyny,nngyy,ggggg,,,
soare,blood,ought,junto,,,nynnn,nnynn,ygnny,ggggg,,
soare,guile,wince,pixie,,,nnnng,nnyng,ngnng,ggggg,,
soare,blood,phony,quoth,,,nynnn,nngnn,nygnn,ggggg,,
soare,moist,focus,bonus,,,ygnnn,ngnyn,ngngg,ggggg,,
soare,slant,shalt,,,,gngnn,gygng,ggggg,,,
soare,guile,pence,penne,,,nnnng,nnnng,gggng,ggggg,,
soare,pleat,enema,amend,,,nnyny,nngyn,nygyy,ggggg,,
soare,natal,patch,batty,datum,,nnynn,nggnn,nggnn,nggnn,ggggg,
soare,lunch,built,build,,,nnnnn,ygnnn,ggggn,ggggg,,
soare,piano,,,,,nygnn,ggggg,,,,
soare,spelt,shell,shelf,,,gnnny,gnggn,ggggn,ggggg,,
soare,vogue,dodge,lodge,,,ngnng,ngyng,ngggg,ggggg,,
soare,stink,suing,,,,gnnnn,gnggn,ggggg,,,
soare,teary,pearl,beard,rearm,,nnggy,ngggn,ngggn,ngggn,ggggg,
soare,moral,coral,,,,ngyyn,ngggg,ggggg,,,
soare,later,harem,ramen,,,nnyyy,ngngy,ngygy,ggggg,,
soare,north,forth,worth,,,ngnyn,ngggg,ngggg,ggggg,,
soare,clash,psalm,,,,yngnn,nygyn,ggggg,,,
soare,deter,filer,infer,,,nnnyy,nnngg,yyngg,ggggg,,
soare,retro,overt,,,,nyngy,nyygy,ggggg,,,
soare,baron,valor,major,mayor,,nyyyn,ngygn,ngngg,ggngg,ggggg,
soare,blood,ovoid,,,,nynnn,nngyg,ggggg,,,
soare,guile,glide,,,,nnnng,gngyg,ggggg,,,
soare,cease,usage,,,,yngng,nngyg,ggggg,,,
soare,poise,,,,,ygnng,ggggg,,,,
soare,radar,rabid,randy,,,nnyyn,ggynn,ggnny,ggggg,,
soare,lunch,chuck,,,,nnnnn,nyngy,ggggg,,,
soare,drawn,crank,prank,,,nngyn,nggny,ngggg,ggggg,,
soare,mushy,fishy,,,,ynnnn,nnggg,ggggg,,,
soare,donut,tooth,,,,ngnnn,ngnny,ggggg,,,
soare,deter,ether,,,,nnnyy,nyygg,ggggg,,,
soare,prove,trove,grove,drove,,nynyg,ngggg,ngggg,ngggg,ggggg,
soare,deter,ruder,idler,,,nnnyy,ynngg,nnygg,ggggg,,
soare,slant,staff,swath,,,gngnn,gngny,gygnn,ggggg,,
soare,stink,sting,stint,,,gnnnn,ggggn,ggggn,ggggg,,
soare,guile,exile,while,,,nnnng,nnggg,nnggg,ggggg,,
soare,pleat,begat,,,,nnyny,nnygg,ggggg,,,
soare,natal,album,apply,,,nnynn,nynny,gynnn,ggggg,,
soare,slant,slang,,,,gngnn,ggggn,ggggg,,,
soare,baron,tarot,,,,nyyyn,ngggn,ggggg,,,
soare,radar,,,,,nnyyn,ggggg,,,,
soare,tenor,credo,,,,nynyy,nynyy,ggggg,,,
soare,glare,aware,,,,nnggg,nnggg,ggggg,,,
soare,bloat,wagon,canon,,,nyynn,nnyyn,ngngg,ggggg,,
soare,stink,swift,shift,,,gnnnn,gygnn,gnggg,ggggg,,
soare,deter,tiger,timer,,,nnnyy,nnygg,ggngg,ggggg,,
soare,natal,lilac,bylaw,,,nnynn,nnngy,nnggn,ggggg,,
soare,sneer,serum,,,,gnnyy,gnyny,ggggg,,,
soare,tripe,three,,,,nnnyg,gynng,ggggg,,,
soare,stead,steal,steak,,,gnyny,ggggn,ggggn,ggggg,,
soare,natal,lilac,iliac,,,nnynn,nnngy,yyngg,ggggg,,
soare,shirt,shirk,,,,gnngn,ggggn,ggggg,,,
soare,lunch,flunk,blunt,,,nnnnn,yyynn,ngggn,ggggg,,
soare,lunch,dumpy,puppy,,,nnnnn,ngnnn,ngngg,ggggg,,
soare,pleat,penal,,,,nnyny,gyygn,ggggg,,,
soare,moist,hoist,joist,,,ygnnn,ngggg,ngggg,ggggg,,
soare,lunch,funny,bunny,,,nnnnn,nggnn,ngggg,ggggg,,
soare,slate,spade,shape,,,gngng,gngng,gygng,ggggg,,
soare,betel,beget,,,,nnnny,ggygn,ggggg,,,
soare,betel,kneel,wheel,,,nnnny,nyngg,nnggg,ggggg,,
soare,pleat,adept,,,,nnyny,yngyg,ggggg,,,
soare,stink,stung,stunt,,,gnnnn,ggngn,ggggn,ggggg,,
soare,stoke,stove,stole,,,gynng,gggng,gggng,ggggg,,
soare,nomad,local,topaz,,,ngynn,ngngn,ngngn,ggggg,,
soare,ombre,chore,,,,nyngg,ynngg,ggggg,,,
soare,guile,flume,fluke,,,nnnng,nynyg,gggng,ggggg,,
soare,bloat,adopt,afoot,,,nyynn,nngyg,gngng,ggggg,,
soare,bloat,,,,,nyynn,ggggg,,,,
soare,lunch,built,bully,,,nnnnn,ygnnn,ggngn,ggggg,,
soare,dense,,,,,ynnng,ggggg,,,,
soare,later,parer,caper,,,nnyyy,ngngg,ygngg,ggggg,,
soare,sneer,,,,,gnnyy,ggggg,,,,
soare,rower,hover,poker,goner,foyer,ngnyy,ngngg,ngngg,ngngg,ngngg,ngngg
soare,blood,jumbo,,,,nynnn,ynynn,ggggg,,,
soare,guile,lunge,,,,nnnng,ygnyg,ggggg,,,
soare,slate,spade,space,,,gngng,gngng,gggng,ggggg,,
soare,clank,qualm,avail,,,nngnn,nygnn,nngyn,ggggg,,
soare,short,,,,,gyngn,ggggg,,,,
soare,shirt,slurp,,,,gnngn,gnngn,ggggg,,,
soare,nomad,local,loyal,,,ngynn,ngngn,ggngg,ggggg,,
soare,churn,twirl,flirt,,,nnngn,nnngn,ynggy,ggggg,,
soare,natal,aphid,pizza,,,nnynn,nynnn,yynyn,ggggg,,
soare,donut,conic,conch,,,ngnnn,nggnn,gggny,ggggg,,
soare,demon,tempo,,,,nynny,nggyn,ggggg,,,
soare,front,droop,,,,nynyn,nggnn,ggggg,,,
soare,plate,,,,,nngng,ggggg,,,,
soare,guile,title,bible,,,nnnng,nnygg,ngngg,ggggg,,
soare,lunch,flunk,plunk,,,nnnnn,yyynn,ngggg,ggggg,,
soare,bloat,viola,afoul,,,nyynn,nygyn,nngyy,ggggg,,
soare,salon,savoy,,,,gyynn,ggngn,ggggg,,,
